,Rules,Support,Confidence
117,"jika beli MINYAK KITA 1L, maka beli MASKER DUCKBIL ANAK",0.015384615384615385,1.0
118,"jika beli TREMOS INDOGLASS 500ML, maka beli KIPAS TANGAN GRADASI",0.015384615384615385,1.0
119,"jika beli KIPAS TANGAN GRADASI, maka beli TREMOS INDOGLASS 500ML",0.015384615384615385,1.0
120,"jika beli TREMOS INDOGLASS 500ML, maka beli KRUPUK KENTANG",0.015384615384615385,1.0
121,"jika beli KRUPUK KENTANG, maka beli TREMOS INDOGLASS 500ML",0.015384615384615385,1.0
122,"jika beli KIPAS TANGAN GRADASI, maka beli KRUPUK KENTANG",0.015384615384615385,1.0
123,"jika beli KRUPUK KENTANG, maka beli KIPAS TANGAN GRADASI",0.015384615384615385,1.0
124,"jika beli RAK COSMIC 3SSN ABU, maka beli TEETH WHITENING",0.015384615384615385,1.0
125,"jika beli TEETH WHITENING, maka beli RAK COSMIC 3SSN ABU",0.015384615384615385,1.0
0,"jika beli LEMARI PLASTICO 4SSN, maka beli STIKER MOMO",0.015384615384615385,0.5
1,"jika beli STIKER MOMO, maka beli LEMARI PLASTICO 4SSN",0.015384615384615385,0.5
2,"jika beli LEMARI PLASTICO 4SSN, maka beli RAK SET GANTUNG 3IN1",0.015384615384615385,0.5
4,"jika beli LEMARI PLASTICO 4SSN, maka beli NAMPAN 4 SEDENG",0.015384615384615385,0.5
6,"jika beli LEMARI PLASTICO 4SSN, maka beli SPRITE/COCA COLA/fFANTA 1 KRAT",0.015384615384615385,0.5
9,"jika beli SELIMUT KARAKTER ANAK, maka beli HANDUK KARAKTER ANAK",0.015384615384615385,0.5
10,"jika beli PISAU SET GSF, maka beli CLUNNY SET",0.015384615384615385,0.5
12,"jika beli PISAU SET GSF, maka beli GAGANG SUPERMOP",0.015384615384615385,0.5
14,"jika beli TEKO JINNIE AYAM JAGO PURIH DX, maka beli SPRITE/COCA COLA/fFANTA 1 KRAT",0.015384615384615385,0.5
22,"jika beli RAK SEPATU PORTABLE GENEVA 5SN, maka beli STIKER MOMO",0.015384615384615385,0.5
23,"jika beli STIKER MOMO, maka beli RAK SEPATU PORTABLE GENEVA 5SN",0.015384615384615385,0.5
24,"jika beli RAK SEPATU PORTABLE GENEVA 5SN, maka beli BOX CONTAINER",0.015384615384615385,0.5
26,"jika beli STIKER MOMO, maka beli BOX CONTAINER",0.015384615384615385,0.5
28,"jika beli STIKER MOMO, maka beli RAK SET GANTUNG 3IN1",0.015384615384615385,0.5
30,"jika beli STIKER MOMO, maka beli NAMPAN 4 SEDENG",0.015384615384615385,0.5
32,"jika beli STIKER MOMO, maka beli SPRITE/COCA COLA/fFANTA 1 KRAT",0.015384615384615385,0.5
43,"jika beli MAINAN TARIK, maka beli SPRITE/COCA COLA/fFANTA 1 KRAT",0.015384615384615385,0.5
45,"jika beli BATU BATRAI DYNAMAX, maka beli SPRITE/COCA COLA/fFANTA 1 KRAT",0.015384615384615385,0.5
53,"jika beli JAM DINDING ANGKA, maka beli SPRITE/COCA COLA/fFANTA 1 KRAT",0.015384615384615385,0.5
75,"jika beli TEPUNG IRUT, maka beli SPRINGBED BIGDREAM 180",0.015384615384615385,0.5
79,"jika beli LEMARI GMCC TIREX 3SSN, maka beli CUTER TRANSPARAN",0.015384615384615385,0.5
81,"jika beli MAWAR LAUNDRY REFILL, maka beli CUTER TRANSPARAN",0.015384615384615385,0.5
85,"jika beli JAM DINDING ANGKA, maka beli CUTER TRANSPARAN",0.015384615384615385,0.5
87,"jika beli MASKER DUCKBIL ANAK, maka beli CUTER TRANSPARAN",0.015384615384615385,0.5
91,"jika beli LEMARI GMCC TIREX 3SSN, maka beli KARPET METERAN",0.015384615384615385,0.5
94,"jika beli MAINAN TARIK, maka beli KOMPOR 2 TUNGKU HCM STENLIS",0.015384615384615385,0.5
96,"jika beli BATU BATRAI DYNAMAX, maka beli KOMPOR 2 TUNGKU HCM STENLIS",0.015384615384615385,0.5
102,"jika beli SPREI MY LOVE 180 30CM, maka beli RANTANG JAGO STENLIS",0.015384615384615385,0.5
104,"jika beli MAWAR LAUNDRY REFILL, maka beli MASKER DUCKBIL ANAK",0.015384615384615385,0.5
105,"jika beli MASKER DUCKBIL ANAK, maka beli MAWAR LAUNDRY REFILL",0.015384615384615385,0.5
106,"jika beli MAWAR LAUNDRY REFILL, maka beli MINYAK KITA 1L",0.015384615384615385,0.5
109,"jika beli JAM DINDING ANGKA, maka beli AGAR-AGAR INACO 1 KG",0.015384615384615385,0.5
111,"jika beli RAK PIRING EKONOMI BESAR, maka beli AGAR-AGAR INACO 1 KG",0.015384615384615385,0.5
114,"jika beli RAK PIRING EKONOMI BESAR, maka beli MASKER DUCKBIL ANAK",0.015384615384615385,0.5
115,"jika beli MASKER DUCKBIL ANAK, maka beli RAK PIRING EKONOMI BESAR",0.015384615384615385,0.5
116,"jika beli MASKER DUCKBIL ANAK, maka beli MINYAK KITA 1L",0.015384615384615385,0.5
76,"jika beli CUTER TRANSPARAN, maka beli KARPET METERAN",0.015384615384615385,0.16666666666666666
78,"jika beli CUTER TRANSPARAN, maka beli LEMARI GMCC TIREX 3SSN",0.015384615384615385,0.16666666666666666
80,"jika beli CUTER TRANSPARAN, maka beli MAWAR LAUNDRY REFILL",0.015384615384615385,0.16666666666666666
82,"jika beli CUTER TRANSPARAN, maka beli AGAR-AGAR INACO 1 KG",0.015384615384615385,0.16666666666666666
83,"jika beli AGAR-AGAR INACO 1 KG, maka beli CUTER TRANSPARAN",0.015384615384615385,0.16666666666666666
84,"jika beli CUTER TRANSPARAN, maka beli JAM DINDING ANGKA",0.015384615384615385,0.16666666666666666
86,"jika beli CUTER TRANSPARAN, maka beli MASKER DUCKBIL ANAK",0.015384615384615385,0.16666666666666666
88,"jika beli CUTER TRANSPARAN, maka beli MINYAK KITA 1L",0.015384615384615385,0.16666666666666666
108,"jika beli AGAR-AGAR INACO 1 KG, maka beli JAM DINDING ANGKA",0.015384615384615385,0.16666666666666666
110,"jika beli AGAR-AGAR INACO 1 KG, maka beli RAK PIRING EKONOMI BESAR",0.015384615384615385,0.16666666666666666
112,"jika beli AGAR-AGAR INACO 1 KG, maka beli KOK",0.015384615384615385,0.16666666666666666
7,"jika beli SPRITE/COCA COLA/fFANTA 1 KRAT, maka beli LEMARI PLASTICO 4SSN",0.015384615384615385,0.07142857142857142
15,"jika beli SPRITE/COCA COLA/fFANTA 1 KRAT, maka beli TEKO JINNIE AYAM JAGO PURIH DX",0.015384615384615385,0.07142857142857142
33,"jika beli SPRITE/COCA COLA/fFANTA 1 KRAT, maka beli STIKER MOMO",0.015384615384615385,0.07142857142857142
37,"jika beli SPRITE/COCA COLA/fFANTA 1 KRAT, maka beli RAK SET GANTUNG 3IN1",0.015384615384615385,0.07142857142857142
39,"jika beli SPRITE/COCA COLA/fFANTA 1 KRAT, maka beli NAMPAN 4 SEDENG",0.015384615384615385,0.07142857142857142
42,"jika beli SPRITE/COCA COLA/fFANTA 1 KRAT, maka beli MAINAN TARIK",0.015384615384615385,0.07142857142857142
44,"jika beli SPRITE/COCA COLA/fFANTA 1 KRAT, maka beli BATU BATRAI DYNAMAX",0.015384615384615385,0.07142857142857142
48,"jika beli SPRITE/COCA COLA/fFANTA 1 KRAT, maka beli RANTANG JAGO STENLIS",0.015384615384615385,0.07142857142857142
52,"jika beli SPRITE/COCA COLA/fFANTA 1 KRAT, maka beli JAM DINDING ANGKA",0.015384615384615385,0.07142857142857142
54,"jika beli SPRITE/COCA COLA/fFANTA 1 KRAT, maka beli KOK",0.015384615384615385,0.07142857142857142
